,id,url,date_posted,photos,locality,street,property_type,rooms,area_m2,owner_direct,price_total_zl,price_per_m2_zl,description,type
914,3255240,https://adresowo.pl/o/mieszkanie-wroclaw-ul-krucza-2-pokojowe-y7g8n8,ponad miesiąc temu,14.0,Wrocław,ul. Krucza,Mieszkanie,2,65,True,579 000,8 908zł / m²,"OKAZAJA!!! Oferujmy  do sprzedaży przytulne rozkładowe mieszkanie składające się z dwóch pokoi z osobną kuchnią, łazienką, przedpokojem o powierzchni 65 m2 usytuowane na trzecim piętrze kamienicy przy ul. Kruczej we Wrocławiu. Ogrzewanie miejskie. Pełna własność. Do mieszkania przynależy piwnica. Bardzo zadbana klatka schodowa. Bardzo dobra lokalizacja do wynajmu, idealne dla studentów. Uwaga! Prezentowane w serwisie oferty nie stanowią oferty handlowej w porozumieniu art. 66 Kodeksu Cywilnego i mogą być nieaktualne. NOTA PRAWNA: Opis oferty zawarty na stronie internetowej sporządzany jest na podstawie oględzin nieruchomości oraz informacji uzyskanych od właściciela, może podlegać aktualizacji i nie stanowi oferty określonej w art. 66 i następnych K.C OFERTA TYLKO W NASZYM BIURZE NA WYŁĄCZNOŚĆ !!! Zapraszamy !!! Świadectwo charakterystyki energetycznej zostanie przedłożone do zawarcia umowy, zgodnie z wymogami USTAWY z dnia 7 października 2022 r. o zmianie ustawy o charakterystyce energetycznej budynków oraz ustawy - Prawo budowlane. Kontakt: Justyna  Reczek tel: + 00,0 nr licencji pośrednika odpowiedzialnego: 646 Prezentowana oferta nie stanowi oferty handlowej w rozumieniu Art. 66 par. 1 Kodeksu Cywilnego, a dane w niej zawarte mają charakter jedynie informacyjny i mogą ulec zmianie. Ofertę poleca ŚWIAT NIERUCHOMOŚCI oraz Centrum Kredytowe - z KREDYTem ZA PAN BRAT. CENTRUM NOWYCH MIESZKAŃ zaprasza - Wrocław , ul. Oławska 28.",mieszkania sprzedaż
915,3219936,https://adresowo.pl/o/mieszkanie-wroclaw-gadow-maly-ul-na-ostatnim-groszu-2-pokojowe-l4l1d8,ponad miesiąc temu,1.0,Wrocław Gądów Mały,ul. Na Ostatnim Groszu,Mieszkanie,2,37,True,499 000,13 486zł / m²,"MIESZKANIE ZAREZERWOWANE! MIESZKANIE DO ZAMIESZKANIA LUB REMONTU, składające się z 2pok. z DUŻYM BALKONEM, położone w dzielnicy Fabryczna , na osiedlu Gądów. Balkon. Jeden z najbardziej poszukiwanych układów mieszkań 2pok., niski czynsz, zieleń widoczna z okien! Mieszkanie zdecydowanie robi wrażenie znacznie większego, ergonomiczne i super funkcjonalne! Mieszkanie ma tzw. układ typu ""pełen rozkład"". Wystawa okien - płn./wsch. Ładny przestronny salon z wyjściem na bardzo duży balkon, kuchnia z oknem, ustawna sypialnia, łazienka z wanną połączona z wc. Praktyczny i duży przedpokój z miejscem na szafę wnękową. Na ok.38m2 powierzchni użytkowej składa się: - salon ok.17m2 - sypialnia ok.8,9m2 - kuchnia ok.5,1m2 - łazienka ok.2,7m2 - p.pokój ok.4,6m2 Do mieszkania przynależy piwnica ok.2m2 i duży balkon ok.9m2 z widokiem wyciszoną część osiedla oraz zieleń. BUDYNEK: Mieszkanie usytuowane jest IV piętrze w bloku z wielkiej płyty. Bardzo dobrze doświetlone. Klatka czysta oczekuje w kolejce na remont. Spokojne grzeczne sąsiedztwo. OKOLICA: Mieszkanie znajduje na osiedlu Gądów Mały. Idealny dojazd do obwodnic oraz centrum. W okolicy wszelkie udogodnienia; szkoły, przychodnie, sklepy oraz inne usługi. W sąsiedztwie mnóstwo terenów spacerowych i zieleni. - Park Zachodni, tereny spacerowe osiedla. - Szkoły podstawowe, żłobki. - CH Astra, CH Magnolia, Kaufland, Biedronka, Żabka. Bezproblemowe parkowanie na parkingu osiedlowym lub na parkingu strzeżonym. Stan mieszkania pozwala na zamieszkanie dla wymagających rekomendujemy remont. Dostępne od zaraz. Prezentacje 7 dni w tygodniu! CZYNSZ: ok. 380 zł/1os. (+prąd+zużycie wody) Effective Home Opiekun oferty tel.[numer] Treść niniejszego ogłoszenia nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego.",mieszkania sprzedaż
916,3218214,https://adresowo.pl/o/mieszkanie-wroclaw-huby-ul-gajowa-3-pokojowe-h2b1b6,ponad miesiąc temu,18.0,Wrocław Huby,ul. Gajowa,Mieszkanie,3,100,True,888 000,8 880zł / m²,"Szukasz dużego mieszkania w centrum z zielonym tarasem? Cenisz sobie przestrzenie? Jeśli tak, przeczytaj do końca! Na sprzedaż bardzo przestronne mieszkanie o powierzchni aż 100 m² ! Położone jest w centrum, przy ul. Gajowej, niedaleko Dworca Głównego. Posiada 25-metrowy taras obsadzony roślinami (m.in. winogrona, truskawki, zioła) z dostępem do zasilania i wody. Przykryty jest przezroczystym zadaszeniem. To idealne miejsce, by cieszyć się słońcem ze znajomymi i rodziną. Jest tam prąd i woda. A wyjdziesz na niego wprost z ogromnego salonu z klimatyzacją. Z przedpokoju jest wejście do dużej, wyposażonej, kuchni z oknem, gdzie jest miejsce na posiłki przy rodzinnym stole. Dalej przejdziesz do kolejnego pokoju z balkonem od strony zachodniej. Po drugiej stronie korytarza jest również trzeci pokój, łazienka oraz pomieszczenie gospodarcze. Na większości na podłogach położone są deski z drewna sosnowego, dodatkowo zabezpieczone lakierem. Dwustronny układ mieszkania pozwolił na, by każde pomieszczenie miało dostęp do światła dziennego. Klatka schodowa jest odnowiona i posiada piękne sztukaterie. Ogrzewane i ciepłą wodę zapewnia piec dwufunkcyjny. Dla mieszkańców jest parking wewnętrzny. Mieszkanie składa się z: - salonu (32 m²) z wyjściem na taras (25 m²), - dużego pokoju z balkonem (23 m²), - sypialni (16 m²), - kuchni (13 m²), - łazienki, - korytarza, - pomieszczenia gospodarczego. Do mieszkania przynależy piwnica oraz komórka na poziomie mieszkania. Dostępna jest także rowerownia. LOKALIZACJA (odległości na pieszo): Tramwaj - 1 min Autobus - 1 min Sklep spożywczy - 1 min Piekarnia - 1 min Paczkomat - 1 min Żłobek i przedszkole - 2 min Rower miejski - 2 min Szkoła - 4 min Galeria Wroclavia - 8 min Dworzec Główny - 9 min Aquapark - 10 min OPŁATY: Opłaty czynszowe wynoszą ok. 620 zł.",mieszkania sprzedaż
917,3192098,https://adresowo.pl/o/mieszkanie-wroclaw-fabryczna-ul-balonowa-2-pokojowe-k4f4z3,ponad miesiąc temu,16.0,Wrocław Fabryczna,ul. Balonowa,Mieszkanie,2,47,True,565 000,12 021zł / m²,"Polecamy TYLKO u nas, mieszkanie 2 pokojowe w pełnym rozkładzie (tzn. wejście do wszystkich pomieszczeń z przedpokoju, osobna kuchnia) zlokalizowane na wrocławskim Gądowie, ul. Balonowa. Dzielnica z pełną infrastrukturą: szkoły, przedszkola, przychodnie, handel. Dużo zieleni, rozległe tereny rekreacyjne. Bardzo dobra komunikacja ze wszystkimi dzielnicami (tramwaje, autobusy, szynobus). Budynek w zasobach Spółdzielni Mieszkaniowej PIAST. Uregulowany stan prawny. 6 pięter, w sąsiedztwie liczne, bezpłatne miejsca postojowe oraz place zabaw. Dwustronne mieszkanie na 5 piętrze (winda z poziomu 0). Powierzchnia: 47,1 mkw. Spółdzielczo-własnościowe z Księgą Wieczystą. Dwa pokoje, kuchnia, przedpokój, łazienka z WC. Do pokoju dziennego (strona świata S-W) przylega duży balkon. W przedpokoju duże szafy w zabudowie. Drzwi wejściowe antywłamaniowe i wyciszone. Dobrze zagospodarowana niezależna kuchnia ze stołem i krzesłami. Łazienka z wanną. Do mieszkania przynależy piwnica. Ponadto do wspólnego użytku dla mieszkańców suszarnia oraz wózkownia. Cena: 565000 zł. POLECAMY. Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Małgorzata Sieradzka (licencja nr: 2394) -------------------------- NAJLEPSZE I BEZPIECZNE OFERTY TYLKO W BIURACH NIERUCHOMOŚCI, SPRAWDŹ OFERTY TWOJEGO ZAUFANEGO POŚREDNIKA: [www] Nota prawna Opis oferty zawarty na stronie internetowej sporządzany jest na podstawie oględzin nieruchomości oraz informacji uzyskanych od właściciela, może podlegać aktualizacji i nie stanowi oferty określonej w art. 66 i następnych K.C.",mieszkania sprzedaż
918,3179768,https://adresowo.pl/o/mieszkanie-wroclaw-stablowice-ul-starogajowa-5-pokojowe-d7k9h5,ponad miesiąc temu,9.0,Wrocław Stabłowice,ul. Starogajowa,Mieszkanie,5,109,True,860 000,7 875zł / m²,"Polecamy na sprzedaż lokal mieszkalny o pow. 109 mkw, w budynku dwulokalowym/bliźniaku zlokalizowanym na wrocławskich Stabłowicach, przy ul. Starogajowej. Budynek wybudowany został w roku 2023 przez inwestorów prywatnych. Lokal jest w stanie surowym zamkniętym - istnieje możliwość wykończenia do stanu deweloperskiego. Układ mieszkania: PARTER: - salon z aneksem kuchennym i wyjściem na ogród -  32mkw - gabinet - łazienka 5mkw - przedpokój I PIĘTRO: - trzy pokoje o pow. od 9-16mkw, - łazienka 4mkw - przedpokój. Do mieszkania przynależą dwa miejsca postojowe zewnętrzne oraz ogród o powierzchni około 150mkw. Dom znajduje się w cichej i spokojnej okolicy, z dala od ruchliwych ulic, wokół zabudowa jednorodzinna oraz ogródki działkowe. W odległości około 400metrów znajduje się Przedszkole oraz Szkoła Podstawowa. W pobliżu zlokalizowany również Lidl - około 1km. Dobra komunikacja tramwajowa i autobusowa pozwala szybko dostać się do dowolnej części Wrocławia . Stan surowy zamknięty budynku daje duże możliwości aranżacji i urządzenia go według własnych potrzeb. Istnieje możliwość instalacji pompy ciepła, jak również wykończenia budynku do stanu deweloperskiego lub ?pod klucz?. Serdecznie polecam i zapraszam do kontaktu oraz na prezentację! Kontakt: Leszek Juszczak",mieszkania sprzedaż
919,3156740,https://adresowo.pl/o/mieszkanie-wroclaw-ul-stanislawa-worcella-3-pokojowe-n8j7n6,ponad miesiąc temu,25.0,Wrocław,ul. Stanisława Worcella,Mieszkanie,3,81,True,1 192 000,14 685zł / m²,"Na sprzedaż TRZYPAK, czyli trzy niezależne kawalerki , położone przy ulicy Worcella o łącznej powierzchni 81,17 m2 w 4-piętrowym budynku WYSOKI ROI!!! Mieszkanie zlokalizowane jest na 3 piętrze, powierzchnia każdego mieszkania wynosi około 27 m2. Składa się z trzech niezależnych kawalerek, które posiadają: salon z aneksem kuchennym łazienkę balkon przedpokój Trzy kawalerki mają niezależne podliczniki, a więc oddzielnie rozliczana jest: woda, prąd oraz ogrzewanie, do mieszkanie przynależy duża piwnica. Mieszkanie jest po generalnym remoncie, oznacza to, że posiada nowe miedziane instalacje elektryczne, nową stolarkę drzwiową, nowe piony wodno-kanalizacyjne itd. Nieruchomość wykonana z wysokiej klasy materiałów. Mieszkanie stanowi świetną opcję inwestycyjną!!! Ale to tylko jedna z możliwości. LOKALIZACJA * Doskonała komunikacja z każdą częścią Wrocławia * Dużo punktów usługowych w okolicy * Dużo ścieżek rowerowych * Mnóstwo zieleni dookoła, która zapewnia idealne miejsce do rekreacji i odpoczynku Serdecznie zapraszam na prezentację! Bartosz",mieszkania sprzedaż
920,3135170,https://adresowo.pl/o/mieszkanie-wroclaw-3-pokojowe-59-m2-i8m0s0,ponad miesiąc temu,11.0,Wrocław,,Mieszkanie,3,60,True,739 000,12 420zł / m²,"Wyłącznie u nas! Klucze w biurze. W niskim budynku na Grabiszynie! Trzy pokoje. Dzienny z aneksem kuchennym, dwie niezależne sypialnie (jedna z garderobą). Po remoncie: instalacja elektryczna miedziana, gładzie, okna antywłamaniowe. Zabudowa aneksu, zmywarka, lodówka, kuchnia na indukcję Balkon. Wygodne dla rodziny jak i na wynajem! Pełna własność, media miejskie, piwnica- wolne! Mieszkanie jest gotowe do zamieszkania od zaraz. OTOCZENIE: Świetna lokalizacja Wrocław ? Grabiszyn przy węźle komunikacyjnym Hallera. Stąd właściwie w każdą ważną część Wrocławia w tym do ścisłego centrum miasta można dostać się bardzo szybko bo w ok. 10-15 min zarówno tramwajem jak i autobusem. Do przystanków tramwajowych i autobusowych jest ok. 150 m od bloku (2-3 min. pieszo). Kolejny plus to dostępność zielonych miejsc Wrocławia (Park Grabiszyński) z licznymi ścieżkami rowerowymi i spacerowymi. Rozwinięta infrastruktura; W pobliżu Markety spożywcze, Galeria ?Tarasy Grabiszyńskie?, C.H. Borek , Apteki, Siłownia, Restauracje, Przychodnia, Szpital, Park, Przedszkole, Szkoła Podstawowa. Świetna lokalizacja zarówno dla osób dojeżdżających do pracy na Bielany Wrocławskie jak i do centrum miasta. Świadectwo charakterystyki energetycznej zostanie przedłożone do zawarcia umowy, zgodnie z wymogami USTAWY z dnia 7 października 2022 r. o zmianie ustawy o charakterystyce energetycznej budynków oraz ustawy - Prawo budowlane. Renata Zgagacz",mieszkania sprzedaż
921,3128366,https://adresowo.pl/o/mieszkanie-wroclaw-zakrzow-ul-oleska-2-pokojowe-d9w5z3,ponad miesiąc temu,18.0,Wrocław Zakrzów,ul. Oleska,Mieszkanie,2,45,True,435 000,9 660zł / m²,"Przestronne 2-pokojowe mieszkanie w nowym budownictwie o powierzchni 45,03 m2 z balkonem. Mieszkanie składa się z oddzielnej sypialni, salonu otwartego na kuchnię z wyjściem na balkon,( możliwość oddzielenia kuchni od salonu)  łazienki z dużą wanną i toaletą , przedpokoju z pojemną szafą w zabudowie. Meble i sprzęty AGD zostają w mieszkaniu. Jest klimatyzacja. Ogrzewanie gazowe. Brak windy w budynku. Mieszkanie znajduje się na czwartym piętrze w budynku z 2005 roku. Suszarnia dostępna dla lokatorów, możliwość wynajęcia miejsca postojowego od zarządcy. Obecnie elewacja budynku w trakcie remontu. Opłaty 580 zł czynsz administracyjny gaz latem : tylko podgrzanie wody i gotowanie 150 zł, gaz zimą : podgrzanie wody, gotowanie  i ogrzewanie według zużycia około 350 zł prąd 100-150 zł według zużycia W okolicy apteka przychodnia, przedszkole, szkoła podstawowa, Park, Aquapark,Skatepark, wybieg dla pasów, sklepy spożywcze, Centrum handlowe Korona 7 min samochodem od mieszkania, Pl. Grunwaldzki 15 min samochodem. Przystanek autobusowy  300 m od budynku. Zapraszam na prezentację Magdalena Ratusznik tel. [numer] [email]",mieszkania sprzedaż
922,3120054,https://adresowo.pl/o/mieszkanie-wroclaw-ul-srutowa-2-pokojowe-v7h1l4,ponad miesiąc temu,20.0,Wrocław,ul. Śrutowa,Mieszkanie,2,46,True,1 075 000,23 294zł / m²,"Na sprzedaż mieszkanie składające się z dwóch kawalerek przy ul. Śrutowej 2 w sercu Wrocławia , który idealnie nadaje się pod inwestycję oraz wynajem krótkoterminowy! Jest to gotowy biznes, który już teraz generuje wysokie zyski. Obecnie wynajem jest prowadzony przez profesjonalną firmę zarządzającą, co zapewnia pełną obsługę nieruchomości. Istnieje możliwość przepisania umowy z zarządcą lub rezygnacji z usług, co przełoży się na jeszcze większy zwrot z inwestycji. Nieruchomość jest wynajmowana od ponad roku i generuje dochód w wysokości 66 000 zł/rok! Dzięki operatorowi, który zajmuje się wszelkimi sprawami, jest to bezobsługowy biznes. ROZKŁAD Mieszkanie składa się z dwóch niezależnych kawalerek, które posiadają wspólne wejście (rzut na końcu zdjęć). WYKOŃCZENIE Bardzo wysoki standard wykończenia, który powstał na bazie indywidualnego projektu. Materiały dobrano w taki sposób, żeby podkreślić elegancję miejsca oraz połączyć praktyczność z wytrzymałością. Dzięki temu kawalerki prezentują się perfekcyjnie, a każdy centymetr jest idealnie zagospodarowany. WYPOSAŻENIE Nieruchomość sprzedawana jest z kompletnym wyposażeniem RTV I AGD. Dla osób zainteresowanych istnieje możliwość udostępnienia protokołu z rozpiską rzeczy. LOKALIZACJA Jest to perfekcyjne miejsce wypadowe we Wrocławiu. Zapewnia bliskość najważniejszych punktów takich jak: - 2 min pieszo Wyspa Słodowa (200m) - 11 min pieszo płyta główna Rynku (750m) - 15 min pieszo Ostrów Tumski i Ogród Botaniczny - pod blokiem przystanek tramwajowy oraz autobusowy Dubois, co umożliwia łatwy i wygodny dostęp do całego Wrocławia - w najbliższej okolicy liczne renomowane restauracje DODATKOWE INFORMACJE - ogrzewanie miejskie - piętro 4/6 z windą - w każdej kawalerce klimatyzacja - możliwość przejęcia obecnej umowy najmu miejsca postojowego - zastosowano drewniane okna francuskie ze specjalnym wygłuszeniem, co gwarantuje ciszę ATUTY - gotowy biznes - biznes, który jest bezobsługowy - ze względu na świetną i bardzo atrakcyjną lokalizację wzrost wartości nieruchomości w czasie - luksusowe wnętrze - wytrzymałe materiały, które idealnie nadają się do nieruchomości o takim przeznaczeniu Zapraszam po więcej szczegółów oraz do kontaktu",mieszkania sprzedaż
923,3114064,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-alpejska-3-pokojowe-y6k1j8,ponad miesiąc temu,20.0,Wrocław Krzyki,ul. Alpejska,Mieszkanie,3,69,True,709 000,10 232zł / m²,"Oferta dla inwestora!!! Mieszkanie aktualnie wynajmowane!!! Bardzo ładne 3-pokojowe mieszkanie o pow. 69,29 m2, w nowej, niskiej zabudowie z 2000 roku, przy ul. Alpejskiej. WIĘCEJ INFORMACJI POD NR TEL. [numer]. Dostępny spacer 3D: [www]/show/?m=goFJw6gpRzz Lokal usytuowany jest na 3-piętrze, 3-piętrowego budynku i składa się z: - salonu - 2 oddzielnych sypialni - oddzielnej, jasnej kuchni - łazienki - osobnego WC - przedpokoju - balkonu Pow. w akcie notarialnym 69,29 m2 (w tym 14,36 m2 pow. z sufitem skośnym). Mieszkanie jest bardzo ustawne, funkcjonalne, ciepłe, jasne i słoneczne. Wystawa okien: wschód-zachód. Kuchnia oddzielna, jasna, z oknem, umeblowana i wyposażona. Łazienka w glazurze, z kabiną prysznicową. Osobno WC w glazurze. W przedpokoju i w sypialni szafy typu Komandor. W salonie klimatyzacja. Okna pcv. Na podłogach panele i glazura. Ogrzewanie i ciepła woda z bardzo ekonomicznej, lokalnej kotłowni !!! Mieszkanie jest w PEŁNI ROZKŁADOWE !!! Do mieszkania przynależy komórka lokatorska. W klatce dostępna jest wózkownia. Mieszkanie położone w bardzo atrakcyjnej dzielnicy. Idealnie skomunikowane. Obok przystanki tramwajowe i autobusowe komunikacji miejskiej (tramwaj 31, 32, autobus K, [numer], 146, 612). Bardzo dobry dojazd do autostrady A4 i węzła bielańskiego. Osiedle bezpieczne, nowoczesne, w wysokim standardzie, bardzo ładnie zagospodarowane, z placem zabaw. W pobliżu pełna infrastruktura, punkty usługowe, CH Ferio Gaj , CH Gaj, Biedronka, Lidl, Żabka, Aquapark, Uniwersytet Ekonomiczny i Uniwersytet Medyczny, dworzec główny PKP i PKS. W najbliższym sąsiedztwie znajduje się ogromna ilość terenów zielonych, wymarzonych dla osób uprawiających sport i szukających kontaktu z naturą (park Skowroni, Andersa oraz Wzgórze Gajowe). Mieszkanie ze względu na doskonałą lokalizację, media miejskie i pełen rozkład jest idealne na wynajem. Czynsz z funduszem remontowym, ogrzewaniem, ciepłą i zimną wodą wynosi ok. 690 zł. Obok budynku miejsca postojowe dla mieszkańców. Gorąco polecam! Katarzyna Lang Pośrednik w Obrocie Nieruchomościami tel. [numer]. Pomagamy uzyskać KREDYT HIPOTECZNY. Współpracujemy z bankami oraz instytucjami zajmującymi się doradztwem kredytowym. GWARANTUJEMY Państwu profesjonalną, kompleksową i przede wszystkim BEZPIECZNĄ obsługę całej transakcji.",mieszkania sprzedaż
924,3114038,https://adresowo.pl/o/mieszkanie-wroclaw-partynice-ul-partynicka-2-pokojowe-n2j9n8,ponad miesiąc temu,24.0,Wrocław Partynice,ul. Partynicka,Mieszkanie,2,41,True,489 000,11 797zł / m²,"Bardzo ładne 1-pokojowe mieszkanie o pow. 41,45 m2, w niskiej zabudowie z 2006 roku, przy ul. Partynickiej, w którym można bez problemu wyodrębnić 2 pokój. WIĘCEJ INFORMACJI POD NR TEL. [numer]. Dostępny wirtualny spacer 3D: [www]/show/?m=3ZHJDvKrdii Lokal usytuowany jest na 2-piętrze, 4-piętrowego budynku i składa się z: - salonu - otwartej kuchni z jadalnią - części sypialnej - łazienki z WC - przedpokoju Mieszkanie jest bardzo ciepłe i przytulne. Kuchnia z jadalnią umeblowana, wyposażona w sprzęt AGD (lodówka, płyta, piekarnik). Łazienka w glazurze, z kabiną prysznicową, z pralką. Nowe okna pcv. Na podłogach glazura. Na ścianach gładzie. Ogrzewanie i ciepła woda z bardzo ekonomicznej, lokalnej kotłowni. Mieszkanie położone w bardzo atrakcyjnej dzielnicy. Bardzo dobrze skomunikowane. Obok przystanki tramwajowe i autobusowe. Osiedle nowoczesne, w wysokim standardzie, bardzo ładnie zagospodarowane. Przed budynkiem miejsca parkingowe dla mieszkańców. W pobliżu pełna infrastruktura, sklepy i punkty usługowe, Biedronka, Lidl, Żabka. Piękna, zielona, bezpieczna, spokojna i cicha okolica. W najbliższym sąsiedztwie znajduje się ogromna ilość terenów zielonych, wymarzonych dla osób uprawiających sport i szukających kontaktu z naturą. Mieszkanie ze względu na atrakcyjną lokalizację i bardzo niski czynsz jest idealne na wynajem. Czynsz z funduszem remontowym, ogrzewaniem, ciepłą i zimną wodą wynosi ok. 370 zł. Odrębna własność z księgą wieczystą. Gorąco polecam! Katarzyna Lang Pośrednik w Obrocie Nieruchomościami tel. [numer]. Pomagamy uzyskać KREDYT HIPOTECZNY. Współpracujemy z bankami oraz instytucjami zajmującymi się doradztwem kredytowym. GWARANTUJEMY Państwu profesjonalną, kompleksową i przede wszystkim BEZPIECZNĄ obsługę całej transakcji.",mieszkania sprzedaż
925,3088692,https://adresowo.pl/o/mieszkanie-wroclaw-stare-miasto-ul-nabycinska-2-pokojowe-v0q5b9,ponad miesiąc temu,19.0,Wrocław Stare Miasto,ul. Nabycińska,Mieszkanie,2,32,True,532 000,16 625zł / m²,"Oferta na wyłączność. Mieszkanie po remoncie, w pełni umeblowane i wyposażone w sprzęt AGD. Na sprzedaż bardzo ładne  2     pokojowe mieszkanie z balkonem  o powierzchni  ok. 32 m2 na 2 piętrze 4 piętrowego  budynku na Starym Mieście przy  ul. Nabycińskiej,  w okolicy Akademii Muzycznej - 450 m Akademia Muzyczna - 850 m Narodowe Forum Muzyki - 1,2 km RYNEK - 1,5 km stacja PKP Mikołajów Mieszkanie składa się z : - oddzielnej kuchni z wydzieloną częścią jadalnianą (ok. 6 m2) - pokoju z wyjściem na balkon (ok. 12 m2) - sypialni z dużą szafą na wymiar (ok. 10 m2) - przedpokoju z pojemną szafą na wymiar (ok. 2 m2) - łazienki z WC (ok. 2 m2) - BALKONU z widokiem na zielony skwer (ok. 2 m2) Do mieszkania przynależy  piwnica (ok. 2,7 m2) ⭐️  Atuty nieruchomości: ✔️ Ze względu na lokalizację idealna inwestycja pod wynajem krótkoterminowy ! ✔️ Mieszkanie jasne, z ekspozycją słoneczną na zachodnią stronę. ✔️ Lokal cichy, z  widokiem na zielony skwer ✔️ Klatka schodowa czysta i zadbana z domofonem ✔️ Osiedle z placem zabaw i dużą ilością zieleni ✔️ Liczne miejsca parkingowe dla mieszkańców przed budynkiem ✔️  Piony wodno-kanalizacyjne wymienione ✔️ Światłowód Kuchnia umeblowana, wyposażona w sprzęt AGD (zmywarka, płyta gazowa, lodówka, okap, mikrofalówka) Okna PCV. Drzwi wewnętrzne wymienione. W pokojach na podłodze parkiet. ⭐️ Media miejskie ! Czynsz: ok. 620 zł (fundusz remontowy, woda, ogrzewanie, administracja, części wspólne, sprzątanie) ⭐️ Okolica: Pełna infrastruktura osiedlowa: liczne sklepy (Lidl, Bierdronka, Centrum Handlowe Galeria Wnętrz Domar), Przedszkole NR 41, Szkoła Podstawowa nr 97, Zespół Szkół nr 18, Akademia Muzyczna, Przychodnia Ziemowita ⭐️  Komunikacja: Szybki i łatwy dojazd do obwodnicy śródmiejskiej, które umożliwia szybkie dotarcie do różnych części miasta. Liczne  połączenia autobusowe i tramwajowe  usprawniają komunikację z centrum miasta. Pełna własność z księgą wieczystą. Gorąco polecam, zapraszam do kontaktu CENA: 532 000 zł Grzegorz Poter Agent Nieruchomości tel. [numer] nr oferty: POTR-GS-595 email: [email] Jeśli planujesz kupić lub sprzedać swoją nieruchomość chętnie Ci w tym pomogę. Zapraszam do bezpłatnej konsultacji, która pomoże Ci dobrać najlepszą strategię. *           Prezentowana oferta nie stanowi oferty handlowej w rozumieniu Art. 66 par. 1 Kodeksu Cywilnego, a dane w niej zawarte mają charakter jedynie informacyjny i mogą ulec zmianie. _________________________________________________________________________________ POTER Nieruchomości kompleksowo zajmuje się obsługą sprzedaży/kupna nieruchomości, współpracujemy z doradcą kredytowym, który wybierze dla Państwa najlepszą i korzystną opcję kredytu, posiadamy ubezpieczenie OC, gwarantujemy bezpieczeństwo transakcji.",mieszkania sprzedaż
926,3069598,https://adresowo.pl/o/mieszkanie-wroclaw-2-pokojowe-52-m2-e9v9y3,ponad miesiąc temu,12.0,Wrocław,,Mieszkanie,2,52,True,675 000,12 981zł / m²,"Sprzedam dwupokojowe mieszkanie Wrocław ul. Gliniana Położone na najwygodniejszym, PPIERWSZYM PIĘTRZE w bloku czteropiętrowym Mieszkanie o pow. 52 m2, - dwa oddzielne pokoje - widna kuchnia - łazienka - balkon typu loggia, zabudowany - przedpokój z nową szafą - budynek z 1960 roku W całym mieszkaniu wymieniono instalację elektryczną, wymieniono drzwi wejściowe, nowe podłogi, gładzie itd. Przeprowadzono remont w pokojach i na przedpokoju. Ze względu na planowaną w budynku na rok 2025    wymianę pionów wodno kanalizacyjnych oraz podłączenie ciepłej wody miejskiej, pozostawiono łazienkę i kuchnię w obecnym, widocznym na zdjęciach stanie. Mieszkanie zlokalizowane jest w Centrum miasta, okolica bardzo dobrze skomunikowana,     500 m od Wrocław Główny, W pobliżu Galeria Wrocławia ,Aqua Park Cena 675 000 zł Zapraszam do współpracy Pasja Nieruchomości Tel. [numer] Pasja Nieruchomości Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Andrzej Więcławski (licencja nr: 7365)",mieszkania sprzedaż
